"Example features include; Identity Services(Azure AD), Licensing, Governance and Compliance, Role-Based Security models, Organisational Hierarchies and Pre-Defined roles.",Access Management (IAM),"PL900,Fact"
"Used to manage users, devices, groups, roles, resources, billing and licensing in the context of PL900.",Microsoft 365 admin center,"PL900,Definition"
"Used to administer environments, analytics, resources, help and support, data integration and data policy in the context of PL900","Microsoft Power
Platform Admin center","PL900,Definition"
"Used to restrict which data connectors can be used with Microsoft Dataverse to limit what data can flow into or out of Microsoft Dataverse tables, created within the Microsoft Power Platform admin center.",Data Policies,"PL900,Fact"
"Create BLANK that can act as guardrails to help prevent users from unintentionally exposing organizational data. BLANK can be scoped at the environment level or tenant level, offering flexibility to craft sensible policies that strike the right balance between protection and productivity.",Data loss prevention (DLP) policies,"PL900,Fact"
Use BLANK so connectors can be classified as either Business or Non-Business in the context of your organization. Connectors that host business-use data should be classified as Business and connectors that host personal-use data should be classified as Non-Business. Any connectors that you want to restrict usage of across one or more environments should be classified as Blocked.,Data loss prevention (DLP) policies,"PL900,Fact"
Microsoft’s broad suite of cloud products and services are all built from the ground up to address the most rigorous security and privacy demands of our customers. - This is an example of BLANK in the context of PL900,privacy and accessibility guidelines,"PL900,Fact"
"One of the things that Microsoft values the most is making sure that Power Platform is accessible and inclusive to all kinds of users all over the world. In addition to being a requirement for many governments and organizations, following guidelines increases usability for all users, regardless of their abilities. - This is an example of BLANK in the context of PL900",privacy and accessibility guidelines,"PL900,Fact"
"Data as it is in transit between user devices and the Microsoft datacenters are secured. Connections established between customers and Microsoft datacenters are encrypted, and all public endpoints are secured using industry-standard TLS. TLS effectively establishes a security-enhanced browser to server connection to help ensure data confidentiality and integrity between desktops and datacenters. API access from the customer endpoint to the server is also similarly protected. Currently, TLS 1.2 (or higher) is required for accessing the server endpoints. - This is an example of BLANK in the context of PL900",Microsoft Power Platform privacy and accessibility capabilities,"PL900,Fact"
"Accessibility checker - This tool not only finds potential accessibility issues but also explains why each might be a potential problem for users who have a specific disability and offers suggestions on how to resolve each issue. The Accessibility checker detects screen-reader and keyboard issues for you, and you can find information about how to fix color-contrast issues by using accessible. - This is an example of BLANK in the context of PL900",Microsoft Power Platform privacy and accessibility capabilities,"PL900,Fact"
"This tool not only finds potential accessibility issues but also explains why each might be a potential problem for users who have a specific disability and offers suggestions on how to resolve each issue. The BLANK detects screen-reader and keyboard issues for you, and you can find information about how to fix color-contrast issues by using accessible.",Accessibility checker,"PL900,Fact"
In the context of PL900: A Dataverse BLANK is a single instance of Microsoft Dataverse which stores data in a set of standard and custom data structures called tables.,databases,"Definition,PL900"
"In the context of PL900: You can create one or many BLANK instances in Microsoft Dataverse to host data behind your business solutions. Each instance of a Microsoft Dataverse will start with the same set of tables to store data, but you can always extend and customize a Microsoft Dataverse BLANK to meet specific business needs.",databases,"Definition,PL900"
"This is a built-in, low-code data platform for Microsoft Teams that empowers users to build custom apps, bots, and flows in Microsoft Teams by using Power Apps, Power Virtual Agents, and Power Automate.",Dataverse for Teams,"Definition,PL900"
"The BLANK environment is used to store, manage, and share team-specific data, apps, and flows. Each team can have one environment, and all data, apps, bots, and flows created with the Power Apps app inside a team are available from that team's BLANK database.",Dataverse for Teams,"Fact,PL900"
"In the context of the Dataverse, these are a way to store a discrete piece of information within a row in a table.",columns,"Definition,PL900"
"In the context of the Dataverse, BLANK have data types, meaning that you can store data of a certain type in a BLANK that matches that data type. For example, if you have a solution that requires dates, then you would store the date in a BLANK with the type of Date.",columns,"Fact,PL900"
"Tables that relate to one another have a relational connection. BLANK between tables exist in many forms, but the two most common are one-to-many and many-to-many, both of which are supported by Microsoft Dataverse.",relationships,"PL900,Fact"
"Microsoft offer a wide variety of connectors, but sometimes you might want to call APIs, services, and systems that aren't available as prebuilt connectors. To support more tailored scenarios, you can build BLANK with their own triggers and actions. These connectors are function-based - data is returned based on calling specific functions in the underlying service.",Custom Connectors,"PL900,Fact"
"You can use the BLANK prebuilt model to extract information from business card images. If it detects a business card in the image, the AI model extracts information such as the person's name, job title, address, email, company, and phone numbers.",business card reader,"PL900,Fact"
BLANK lets you read and save information from standard documents such as invoices or tax documents. Train your model and define the information to be extracted from your forms. You only need five form documents to get started.,"form processing
model","PL900,Fact"
Automate customer application processing using this model,"form processing
model","PL900,Fact"
"AI Builder BLANK analyze patterns in historical data that you provide. BLANK learn to associate those patterns with outcomes. Then, we use the power of AI to detect learned patterns in new data, and use them to predict future outcomes.",prediction model,"PL900,Fact"
Identify fraudulent transactions using these models,prediction model,"PL900,Fact"
AI Builder offers both language and object BLANK.,detection model,"PL900,Fact"
Identify language of text or Automate inventory taking using these models,detection model,"PL900,Fact"
Similar to a pie chart in that it shows the relationship of parts to a whole. The only difference is that the center is blank and allows space for a label or icon.,donut charts,"PL900,Definition"
Displays progress toward a measurable goal.,KPIs chart,"PL900,Definition"
"Power BI Desktop includes a BLANK, where you can create any number of report pages with visualizations. BLANK in Power BI Desktop provides a similar design experience to the report's editing view in the Power BI service. You can move visualizations around, copy and paste, merge, and so on.",Power BI Desktop Reports tab,"PL900,Fact"
"BLANK helps you inspect, explore, and understand data in your Power BI Desktop model. It's different from how you view tables, columns, and data in Power Query Editor. With BLANK, you're looking at your data after it has been loaded into the model.",Power BI Desktop Data tab,"PL900,Fact"
"With BLANK, you can view and work with complex datasets that contain many tables, create relationships between them and set the filter direction and context.",Power BI Desktop Model tab,"PL900,Definition"
