"BLANK is an image recognition service that lets you build, deploy, and improve your own image identifier models. An image identifier applies labels to images, according to their detected visual characteristics. Each label represents a classifications or objects. Unlike the Computer Vision service, BLANK allows you to specify your own labels and train custom models to detect them.",Custom Vision,AI900
"The BLANK service uses a machine learning algorithm to analyze images. You, the developer, submit groups of images that have and don't have the characteristics in question. You label the images yourself at the time of submission. Then the algorithm trains to this data and calculates its own accuracy by testing itself on those same images. Once you've trained the algorithm, you can test, retrain, and eventually use it in your image recognition app to classify images.",Custom Vision,AI900
"The BLANK service extracts text from images. You can use the new Read API to extract printed and handwritten text from photos and documents. It uses deep-learning-based models and works with text on a variety of surfaces and backgrounds. These include business documents, invoices, receipts, posters, business cards, letters, and whiteboards. The BLANK APIs support extracting printed text in several languages.",Optical Character Recognition (OCR),AI900
"The BLANK service extracts many visual features from images, such as objects, faces, adult content, and auto-generated text descriptions.",Image Analysis,"AI900,UseCase"
The BLANK service analyzes the presence and movement of people on a video feed and produces events that other systems can respond to.,Spatial Analysis,"AI900,UseCase"
"BLANK is a form of machine learning based computer vision in which a model is trained to recognize individual types of objects in an image, and to identify their location in the image.",object detection,"AI900,UseCase"
Uses for BLANK include: Checking for building safety: Evaluating the safety of a building by analyzing footage of its interior for fire extinguishers or other emergency equipment.,object detection,"AI900,UseCase"
"Uses for BLANK include: Driving assistance: Creating software for self-driving cars or vehicles with lane assist capabilities. The software can detect whether there is a car in another lane, and whether the driver's car is within its own lanes.",object detection,"AI900,UseCase"
Uses for BLANK include: Detecting tumors: Medical imaging such as an MRI or x-rays that can detect known objects for medical diagnosis.,object detection,"AI900,UseCase"
"Image classification is a machine learning based form of computer vision in which a model is trained to categorize images based on the primary subject matter they contain. BLANK goes further than this to classify individual objects within the image, and to return the coordinates of a bounding box that indicates the object's location.",object detection,"AI900,UseCase"
"BLANK involves identifying regions of an image that contain a human face, typically by returning bounding box coordinates that form a rectangle around the face.",facial detection,AI900
"A further application of facial analysis is to train a machine learning model to identify known individuals from their facial features. This usage is more generally known as BLANK, and involves using multiple images of each person you want to recognize to train a model so that it can detect those individuals in new images on which it wasn't trained.",facial recognition,AI900
"Moving beyond simple face detection, some algorithms can also return other information, such as facial landmarks (nose, eyes, eyebrows, lips, and others). These facial landmarks can be used as features with which to train a machine learning model from which you can infer information about a person, such as their perceived age or perceived emotional state.",facial analysis,"Definition,AI900"
"Extract printed and handwritten text lines, words, locations, and detected languages from documents and images using this model within the Form recognizer service.",Read model,AI900
"Extract text, tables, selection marks, and structure information from documents (PDF and TIFF) and images (JPG, PNG, and BMP) using this model within the Form recognizer service.",Layout model,AI900
"Extract key-value pairs, selection marks, and entities from documents using this model within the Form recognizer service.",General document model,AI900
"BLANK is the concept of evaluating the text of a document, or documents, and then identifying the main talking points of the document(s).",key phrase extraction,"AI900,UseCase"
"__The food was delicious and the staff were wonderful.__, BLANK will return the main topics: __food__ and __wonderful staff__.",key phrase extraction,"AI900,UseCase"
"Returns a list of entities, categories and confidence scores",entity recognition,AI900
"BLANK and opinion mining are features offered by Azure Cognitive Service for Language, a collection of machine learning and AI algorithms in the cloud for developing intelligent applications that involve written language. These features help you find out what people think of your brand or topic by mining text for clues about positive or negative sentiment, and can associate them with specific aspects of the text.",sentiment analysis,"AI900,UseCase"
"The BLANK feature provides sentiment labels (such as negative, neutral and positive) based on the highest confidence score found by the service at a sentence and document-level. This feature also returns confidence scores between 0 and 1 for each document & sentences within it for positive, neutral and negative sentiment.",sentiment analysis,AI900
"BLANK is concerned with taking the spoken word and converting it into data that can be processed - often by transcribing it into a text representation. The spoken words can be in the form of a recorded voice in an audio file, or live audio from a microphone. Speech patterns are analyzed in the audio to determine recognizable patterns that are mapped to words.",speech recognition,AI900
"Models used in BLANK include: An acoustic model that converts the audio signal into phonemes (representations of specific sounds) and a language model that maps phonemes to words, usually using a statistical algorithm that predicts the most probable sequence of words based on the phonemes.",speech recognition,"Fact,AI900"
"Recognized words are typically converted to text, which you can use for various purposes, such as: Providing closed captions for recorded or live videos, Creating a transcript of a phone call or meeting, Automated note dictation and Determining intended user input for further processing.",speech recognition,"UseCase,AI900"
"BLANK is in many respects the reverse of speech recognition. It is concerned with vocalizing data, usually by converting text to speech. A BLANK solution typically requires the following information: The text to be spoken and the voice to be used to vocalize the speech.",speech synthesis,"Definition,AI900"
"The output of BLANK can be used for many purposes, including: Generating spoken responses to user input, Creating voice menus for telephone systems, Reading email or text messages aloud in hands-free scenarios, Broadcasting announcements in public locations, such as railway stations or airports.",speech synthesis,"Fact,AI900"
Used for text to text translation only.,Translator service,"AI900,UseCase"
Used to translate text or documents from one language to another,Translator service,"AI900,UseCase"
Supports translation into more than 60 languages,Translator service,AI900
Contains features like profanity filtering and the ability to tag content (such as brand names that do not require translation),Translator service,"AI900,UseCase"
Execute text translation between supported source and target languages in real time.,Text translation feature,AI900
Translate batch and complex files while preserving the structure and format of the original documents.,Document translation feature,AI900
"Build customized models to translate domain- and industry-specific language, terminology, and style.",Custom translation feature,AI900
"The BLANK service is the unification of speech-to-text, text-to-speech, and speech translation into a single Azure subscription.",Speech service,AI900
"Contains services such as: Speech-to-text, Text-to-speech, Speech translation, Language identification, Voice assistants and Speaker recognition.",Speech service,AI900
"BLANK transcribes or translates audio streams or local files to text in real time that your applications, tools, or devices can consume or display.",Speech-to-text,AI900
"BLANK converts input text into humanlike synthesized speech by using the Speech Synthesis Markup Language (SSML). Use neural voices, which are humanlike voices powered by deep neural networks.",Text-to-speech,AI900
"BLANK enables real-time, multilanguage translation of speech to your applications, tools, and devices. Use this feature for speech-to-speech and speech-to-text translation.",Speech translation,"Definition,AI900"
"BLANK is used to identify languages spoken in audio when compared against a list of supported languages. Use BLANK by itself, with speech-to-text recognition, or with speech translation.",Language identification,"Definition,AI900"
"BLANK using the Speech service empower developers to create natural, humanlike conversational interfaces for their applications and experiences. The BLANK feature provides fast, reliable interaction between a device and an assistant implementation that uses the Bot Framework's Direct Line Speech channel or the integrated custom commands service for task completion.",Voice assistants,"AI900,Definition"
"BLANK provides algorithms that verify and identify speakers by their unique voice characteristics. BLANK is used to answer the question, Who is speaking?.",Speaker recognition,"Definition,AI900"
"The BLANK service unifies Text Analytics, QnA Maker, and LUIS and provides several new features as well. These features can either be: Pre-configured, which means the AI models that the feature uses are not customizable. You just send your data, and use the feature's output in your applications, Customizable, which means you'll train an AI model using our tools to fit your data specifically.",Language service,"Fact,AI900"
"Connect your knowledge base to this service using the knowledge base ID, endpoint and authorisation key",QnA Maker,AI900
BLANK is a cloud-based Natural Language Processing (NLP) service that allows you to create a natural conversational layer over your data. It is used to find the most appropriate answer for any input from your custom knowledge base (KB) of information.,QnA Maker,"Fact,AI900"
"BLANK is commonly used to build conversational client applications, which include social media applications, chat bots, and speech-enabled desktop applications.",QnA Maker,"Fact,AI900"
"Use cases for this service include: When you have static information, When you want to provide the same answer to a request, question, or command, When you want to filter static information based on meta-information and When you want to manage a bot conversation that includes static information.",QnA Maker,"AI900,UseCase"
"Three concepts make up BLANK; utterances, entities and intent.",LUIS,"Fact,AI900"
BLANK provides an integrated environment that is purpose-built for bot development.,Azure Bot service,"Definition,AI900"
"A BLANK provides a conversational interface in websites and applications. Use one to shift simple, repetitive tasks to automated systems that don't require human interaction.",bots,"Definition,AI900"
"Deliver chat bots via web interface, email, Microsoft Teams and more.",bots,"AI900,Fact"
A phrase we say to the AI system.,utterances,"Definition,AI900"
"An item to which the phrase is referring, such as __lights__ in the phrase: '__Turn on the living room lights__'",entities,"AI900,Definition"
"The purpose or goal of a phrase, such as __Turn on__ in the phrase: '__Turn on the living room lights__'",intent,"AI900,Definition"
"The BLANK web app has a guided, no-code graphical interface you can use to create chat bots. The interface eliminates the need for code-based or developer expertise.",Power Virtual Agents,"Definition,AI900"
"BLANK, is an open-source, visual integrated development environment (IDE) for developers to author, test, provision, and manage conversational experiences. BLANK is built on the Bot Framework SDK. It provides a robust visual authoring canvas with built-in dialog and conversation flow functionality. BLANK also integrates directly with Azure services for language understanding, knowledge bases, and the like. You then can build your logic and configure common integrations from a single design canvas.",Bot Framework Composer,"Definition,AI900"
"Umbrella service for most of the services under Computer Vision, Natural Language Processing and conversational AI, Text Analytics, Speech and more.",Azure Cognitive Service,"Fact,AI900"
Useful for using multiple AI services with only one resource,Azure Cognitive Service,AI900
Simplify administration with this service with a single end point and key.,Azure Cognitive Service,AI900
